"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length"
795,571760,"Heaney, Andrew",1504,52.9,0.218,0.176,0.273,0.394,0.308,0.302,0.205,36,165,90.7,24.5,2407,91.5,91.41,85,368,427,-0.09999999999999432,6.48,110,151,118,148,301,325,296,"2.8","-2.8",69.57064369227346,"6.695927848"
348,666808,"Doval, Camilo",664,52.4,0.275,0.203,0.34,0.478,0.362,0.374,0.273,19,69,95.2,9.1,2378,99.2,99.6,34,147,201,0.3999999999999915,6.37,112,147,117,148,295,323,296,"-1.9","1.9",69.25433393340967,"7.027150719"
984,676710,"Crawford, Kutter",1515,65,0.215,0.148,0.256,0.363,0.287,0.316,0.241,51,237,87.2,15.1,2478,90.2,89.93,120,516,468,-0.29999999999999716,6.11,111,150,115,148,289,321,301,"7.8","-7.8",70.50082164433472,"7.03995891"
1357,641482,"Cortes, Nestor",1769,76.7,0.231,0.158,0.274,0.389,0.293,0.298,0.233,73,316,91.2,24.8,2359,90,89.37,166,713,644,-0.5999999999999943,5.88,109,151,118,151,292,325,284,"8.9","-8.9",70.86554225113613,"6.982937334"
815,544150,"Suárez, Albert",1104,73.8,0.262,0.145,0.302,0.407,0.32,0.327,0.26,45,172,88.6,18.1,2333,92.5,93.18,97,416,399,0.7000000000000028,6.72,112,149,120,148,304,327,296,"3.2","-3.2",69.71298075278104,"6.964002944"
707,519242,"Sale, Chris",1541,45.9,0.268,0.19,0.344,0.458,0.343,0.316,0.248,38,142,90.4,7.6,2216,94.7,94.76,82,348,359,0.09999999999999432,6.51,110,152,119,147,303,323,291,"2.6","-2.6",68.78108834659078,"6.596704502"
978,666142,"Ragans, Cole",1827,53.5,0.224,0.118,0.282,0.342,0.286,0.327,0.261,51,228,90.8,14.2,2530,94.9,94.61,117,495,483,-0.30000000000001137,6.11,111,150,117,148,304,325,291,"13.8","-13.8",70.16998218988562,"6.872869374"
1260,554430,"Wheeler, Zack",1789,70.4,0.207,0.136,0.245,0.343,0.279,0.292,0.216,58,280,86.3,14.6,2396,94.3,95.91,154,651,609,1.6000000000000085,7.22,111,148,115,149,290,321,293,"14.5","-14.5",69.44686256417012,"6.717869356"
309,656641,"Latz, Jacob",632,48.9,0.25,0.162,0.292,0.412,0.35,0.362,0.229,17,68,90,29,2336,94.8,95.09,39,164,145,0.29999999999999716,6.64,115,149,119,150,299,323,296,"-8.7","8.7",70.00454619806115,"6.853217639"
311,679885,"Martinez, Justin",576,54,0.328,0,0.389,0.328,0.345,0.344,0.3,21,64,86.2,-8.2,2100,100.1,100.3,34,143,168,0.20000000000000284,6.52,111,149,119,148,299,315,292,"2.2","-2.2",67.91721541971117,"6.463984928"
1004,682243,"Miller, Bryce",1571,63.9,0.223,0.15,0.262,0.373,0.297,0.36,0.261,52,233,93,15.6,2457,94.8,94.89,124,521,483,0.10000000000000853,6.34,113,148,115,148,294,322,293,"2.8","-2.8",70.94230036701573,"6.926534277"
319,664747,"Díaz, Alexis",571,55.9,0.229,0.063,0.324,0.292,0.359,0.349,0.189,11,48,87.9,26.1,2639,94,96.61,32,134,185,2.5999999999999943,7.68,115,147,118,149,295,319,289,"-4.6","4.6",68.10730679234752,"6.7496975"
559,596133,"Weaver, Luke",765,73.1,0.176,0.168,0.191,0.345,0.26,0.34,0.25,21,119,87,20.1,2461,93.7,92.98,71,297,262,-0.7000000000000028,5.94,114,150,117,151,289,322,287,"9.4","-9.4",67.86673070117732,"6.728326462"
390,676684,"Vest, Will",581,67.1,0.235,0.071,0.299,0.306,0.261,0.291,0.233,20,85,89.8,7.2,2109,95.4,95.18,49,203,187,-0.20000000000000284,6.2,110,148,117,145,299,328,293,"5.3","-5.3",68.94522067951429,"6.503047135"
184,663423,"Thornton, Trent",632,29.1,0.211,0.237,0.208,0.447,0.353,0.413,0.279,8,38,88,8.7,2436,95.2,95.45,23,95,89,0.29999999999999716,6.31,112,149,117,146,295,322,291,"-1.8","1.8",67.6692440308046,"6.64456809"
413,663485,"Sands, Cole",641,64.4,0.2,0.133,0.219,0.333,0.264,0.316,0.23,18,90,89.2,22.5,2335,93.4,92.45,52,215,198,-0.9000000000000057,5.71,111,149,119,150,300,324,292,"9.3","-9.3",69.63593439308715,"6.96822285"
949,669022,"Gore, MacKenzie",1728,54.9,0.289,0.117,0.363,0.406,0.345,0.328,0.27,57,197,87.1,18.8,2321,96.4,97.65,126,518,431,1.2999999999999972,7.01,108,149,116,146,301,321,294,"3.2","-3.2",69.9227187397309,"6.714760247"
418,621381,"Strahm, Matt",520,80.4,0.224,0.112,0.328,0.337,0.261,0.288,0.245,22,98,88.5,18.7,2471,92.7,92.23,60,245,173,-0.5,6.14,108,149,117,148,295,321,287,"5.2","-5.2",69.74857113132167,"6.72873281"
318,670280,"Bednar, David",534,59.6,0.259,0.185,0.3,0.444,0.328,0.363,0.271,21,81,91.1,25.1,2506,97.1,97.63,48,195,123,0.5,6.73,112,147,110,147,304,322,296,"-2.2","2.2",70.76503907914766,"6.944880914"
641,671737,"Bradley, Taj",1014,63.2,0.243,0.206,0.263,0.449,0.335,0.396,0.274,33,136,91.7,18.4,2296,94.5,94.75,87,353,288,0.29999999999999716,6.55,106,149,118,149,297,334,302,"0.3","-0.3",69.05510884907605,"6.783332537"
361,518585,"Cruz, Fernando",639,56.5,0.344,0.344,0.34,0.689,0.472,0.503,0.391,21,61,91.8,19.2,2366,91.9,92.86,37,150,211,1,6.81,113,145,116,148,295,321,290,"-4.7","4.7",69.0818245589091,"6.991994891"
357,660761,"Suarez, José",712,50.1,0.431,0.471,0.45,0.902,0.583,0.426,0.29,22,51,89.4,13.7,2307,92.5,91.78,35,141,216,-0.7000000000000028,6.02,106,147,114,147,304,325,298,"-16","16",69.79695776737105,"6.857010435"
552,663978,"Paddack, Chris",1292,42.7,0.298,0.128,0.4,0.426,0.334,0.299,0.247,42,141,91.6,17.8,2214,93.4,94.39,69,277,275,1,6.99,112,148,119,150,300,324,293,"2.9","-2.9",68.14071881922796,"6.512578069"
1065,686613,"Brown, Hunter",1605,66.4,0.273,0.174,0.344,0.446,0.347,0.302,0.233,66,242,86.4,13.6,2267,94.9,95.28,126,507,558,0.3999999999999915,6.6,109,149,115,149,292,320,295,"-5.4","5.4",68.6616322068759,"6.698873154"
361,650556,"Abreu, Bryan",746,48.4,0.241,0.228,0.298,0.468,0.354,0.334,0.225,19,79,91.6,20.3,2335,96.5,96.93,43,172,189,0.4000000000000057,6.63,107,149,115,148,295,322,297,"0.1","-0.1",69.89034045347873,"6.871075137"
407,686580,"Slaten, Justin",617,66,0.202,0.053,0.264,0.255,0.234,0.251,0.214,19,94,87.2,8.8,2411,93.3,93.91,52,208,199,0.6000000000000085,6.69,113,150,115,148,287,322,300,"8","-8",68.90441449685378,"7.004161406"
258,689147,"Kerkering, Orion",558,46.2,0.145,0.036,0.235,0.182,0.18,0.209,0.165,8,55,89.1,5.4,2328,97.3,97.38,32,127,131,0.10000000000000853,6.34,110,149,121,149,296,324,293,"8.5","-8.5",68.85955479624991,"6.715654196"
288,657097,"Webb, Jacob",632,45.6,0.197,0.164,0.244,0.361,0.322,0.377,0.244,12,61,92.7,28.7,2455,93.5,93.23,37,146,142,-0.29999999999999716,6.28,114,149,120,148,303,324,296,"0.2","-0.2",67.8880932702592,"6.607986031"
377,664076,"Cleavinger, Garrett",617,61.1,0.2,0.154,0.25,0.354,0.331,0.364,0.246,13,65,86.5,9.5,2448,93.4,92.88,45,177,200,-0.5,5.98,101,148,114,146,297,327,297,"-2","2",70.34789213933222,"7.072627044"
308,493603,"Ottavino, Adam",580,53.1,0.182,0.045,0.316,0.227,0.252,0.268,0.186,12,66,88.2,4.7,2315,91.4,92.58,29,114,194,1.1999999999999886,7.04,113,147,119,148,295,320,294,"4.3","-4.3",68.01386657426022,"6.854779612"
467,661403,"Clase, Emmanuel",574,81.4,0.147,0.073,0.183,0.22,0.191,0.267,0.229,16,109,86.1,2.7,2564,99.3,100.15,64,251,216,0.7999999999999972,6.6,115,150,122,151,292,314,295,"13","-13",69.0111839250968,"6.690405153"
600,621237,"Alvarado, José",600,100,0.198,0.092,0.253,0.29,0.253,0.284,0.222,26,131,87.2,13.7,2093,95.7,96.45,74,290,310,0.7000000000000028,6.82,107,148,117,147,297,322,290,"6.3","-6.3",69.52932408142225,"7.226924435"
614,656427,"Flaherty, Jack",1402,43.8,0.248,0.181,0.323,0.43,0.316,0.327,0.26,37,149,88,10.3,2247,93.4,94.2,72,282,332,0.7999999999999972,6.71,113,148,118,148,293,328,297,"-0.7","0.7",69.77690025866714,"6.878935486"
1375,458681,"Lynn, Lance",1585,86.8,0.252,0.176,0.294,0.429,0.331,0.354,0.271,76,301,89.3,17.1,2498,90.9,91.17,174,680,695,0.29999999999999716,6.42,113,148,112,148,305,320,300,"-3.2","3.2",70.37617879773585,"6.976905314"
1023,668881,"Greene, Hunter",1830,55.9,0.196,0.1,0.275,0.297,0.277,0.28,0.192,43,219,89.4,19.2,2376,97.7,97.86,144,562,461,0.20000000000000284,6.44,114,147,120,149,297,321,292,"8.5","-8.5",69.3627990979196,"6.718815903"
401,676534,"Faucher, Calvin",564,71.1,0.247,0.123,0.313,0.37,0.321,0.331,0.271,20,81,89.7,9.3,2587,93.5,92.57,48,187,214,-0.9000000000000057,5.74,108,148,117,146,296,319,295,"2","-2",69.29111753554021,"6.983157684"
901,657746,"Ryan, Joe",1695,53.2,0.203,0.164,0.265,0.367,0.276,0.278,0.209,42,207,87.9,27.3,2250,94,94.83,122,474,427,0.7999999999999972,6.86,113,149,119,150,297,324,294,"12.3","-12.3",69.26042678736856,"6.71531614"
677,680570,"Rodriguez, Grayson",1398,48.4,0.253,0.096,0.318,0.349,0.316,0.332,0.248,37,146,90.7,16.9,2273,96.2,97.65,88,338,339,1.5,7.27,112,149,119,150,300,325,300,"5.7","-5.7",70.3055851513454,"6.703686059"
312,518617,"Diekman, Jake",519,60.1,0.19,0.19,0.2,0.379,0.326,0.313,0.21,11,58,84.2,6.1,2266,94.5,94.32,36,138,174,-0.20000000000000284,6.48,110,148,118,149,294,321,296,"-2.5","2.5",68.62733191710181,"6.67710024"
225,608371,"Sims, Lucas",525,42.9,0.25,0.269,0.281,0.519,0.398,0.342,0.194,13,52,87.3,26.3,2627,93.9,93.26,31,119,106,-0.6000000000000085,5.84,109,147,119,148,298,321,288,"-2.5","2.5",68.96311315870707,"7.019471869"
524,606930,"Barnes, Jacob",532,98.5,0.24,0.132,0.258,0.372,0.286,0.35,0.293,29,121,87.9,14.1,2425,92.3,93.51,69,263,261,1.2000000000000028,6.8,110,149,117,147,305,326,297,"6.5","-6.5",70.31731383362656,"7.298301822"
470,666214,"Wentz, Joey",696,67.5,0.283,0.17,0.333,0.453,0.363,0.356,0.266,30,106,89.1,12.9,2354,90.5,90.83,64,244,226,0.29999999999999716,6.48,114,148,116,147,292,324,298,"0.1","-0.1",68.45488223682466,"7.176757362"
366,605463,"Scott, Tayler",734,49.9,0.133,0.017,0.19,0.15,0.223,0.277,0.189,8,60,86.2,16.8,2119,92.7,91.55,40,151,215,-1.2000000000000028,5.85,109,149,114,148,292,319,294,"7.9","-7.9",68.77242347424138,"6.895109055"
388,676254,"Walker, Ryan",701,55.3,0.229,0.084,0.333,0.313,0.294,0.315,0.235,19,83,91.9,2.8,2255,95.2,94.7,45,170,218,-0.5,6.11,110,148,118,150,291,319,295,"4.8","-4.8",67.0531676297285,"6.561480559"
225,643377,"Jax, Griffin",604,37.3,0.137,0.059,0.189,0.196,0.164,0.265,0.221,7,51,89.4,8.3,2486,96.9,97.11,30,113,112,0.19999999999998863,6.41,111,148,118,148,301,323,292,"6","-6",69.43734744444846,"6.817138411"
194,605130,"Barlow, Scott",650,29.8,0.394,0.182,0.444,0.576,0.461,0.413,0.354,13,33,91,-1.4,2318,91.8,93.21,23,86,108,1.4000000000000057,6.96,112,150,120,149,296,316,296,"-1.3","1.3",71.17647226609023,"7.168605125"
261,606303,"Payamps, Joel",508,51.4,0.169,0.169,0.205,0.339,0.246,0.322,0.247,10,59,89.4,15.3,2377,94.7,94.63,35,131,130,-0.10000000000000853,6.3,112,149,122,148,303,322,301,"2.4","-2.4",70.59612739602537,"7.017258917"
755,641154,"López, Pablo",1609,46.9,0.227,0.17,0.289,0.398,0.294,0.309,0.239,40,176,90,20.6,2198,94.5,96.07,105,392,363,1.5999999999999943,7.19,112,148,120,150,300,326,295,"4","-4",70.39221840187828,"6.745959011"
309,608723,"Voth, Austin",536,57.6,0.229,0.171,0.241,0.4,0.317,0.313,0.231,16,70,87.3,15.7,2319,91.1,91.22,44,164,145,0.10000000000000853,6.36,110,148,119,148,296,323,293,"2.7","-2.7",69.37338182799415,"7.008228531"
369,656945,"Scott, Tanner",629,58.7,0.104,0.015,0.159,0.119,0.224,0.271,0.154,7,67,79.1,12.4,2574,96.7,96.7,48,179,190,0,6.44,108,147,114,145,297,320,293,"9.2","-9.2",70.01482385406221,"6.792387"
759,579328,"Kikuchi, Yusei",1579,48.1,0.295,0.247,0.324,0.541,0.371,0.361,0.283,43,146,89.6,20.4,2276,95.7,96.67,101,377,382,1,7,106,149,115,145,298,319,287,"-1.9","1.9",70.49895238649006,"6.751915745"
313,543339,"Hudson, Daniel",563,55.6,0.227,0.147,0.237,0.373,0.26,0.292,0.24,17,75,90.6,22.9,2459,95.3,95.56,46,171,142,0.29999999999999716,6.43,116,150,122,151,295,314,296,"4.8","-4.8",70.16017226136621,"6.843973529"
224,664299,"Javier, Cristian",570,39.3,0.256,0.279,0.31,0.535,0.404,0.383,0.216,11,43,92.4,32,2301,91.7,90.75,27,100,124,-0.9000000000000057,6,110,150,117,149,291,320,291,"-1","1",69.79248302456708,"6.939701548"
341,677053,"Nardi, Andrew",598,57,0.26,0.13,0.373,0.39,0.319,0.3,0.238,20,77,90.1,19.5,2298,94,94.49,47,174,167,0.5,6.75,108,148,115,145,296,318,292,"-1.4","1.4",68.56900146588353,"6.653334768"
457,657571,"Ferguson, Caleb",508,90,0.245,0.196,0.313,0.441,0.338,0.342,0.253,25,102,90.9,14.8,2329,92.1,92.58,60,220,237,0.5,6.6,109,149,114,150,288,320,284,"0.2","-0.2",70.00711084755608,"6.876958725"
686,683003,"Jones, Jared",1378,49.8,0.214,0.189,0.243,0.403,0.31,0.342,0.241,34,159,91,16.4,2536,97.3,98.27,99,362,324,1,6.89,112,148,109,149,307,322,295,"5.4","-5.4",70.40989270111127,"6.811547229"
389,600917,"Leclerc, José",689,56.5,0.164,0.137,0.176,0.301,0.302,0.368,0.224,12,73,91.3,24.2,2543,93.5,92.32,47,172,217,-1.2000000000000028,5.54,112,149,117,149,301,324,296,"5.3","-5.3",70.16495572753826,"7.093661346"
241,605483,"Snell, Blake",511,47.2,0.415,0.341,0.483,0.756,0.519,0.422,0.306,17,41,93.6,20.1,2447,95.4,96.16,27,99,142,0.7999999999999972,6.81,107,149,120,146,300,323,294,"-5.8","5.8",68.58415474125782,"6.615186344"
504,672282,"Detmers, Reid",1101,45.8,0.253,0.23,0.283,0.483,0.379,0.348,0.22,22,87,90.2,25.9,2135,94,93.43,71,257,247,-0.5999999999999943,6.06,109,149,116,148,302,325,297,"-5.9","5.9",69.90182444920654,"6.856657895"
242,664208,"Maton, Phil",610,39.7,0.17,0.021,0.216,0.191,0.245,0.315,0.236,8,47,87.4,0.7,2503,88.1,89.62,31,112,130,1.5,7.07,107,148,117,148,298,332,299,"3","-3",66.15089417294548,"6.3432238"
263,656546,"Hoffman, Jeff",547,48.1,0.194,0.119,0.267,0.313,0.256,0.302,0.241,13,67,91.5,16.5,2590,96.5,96.71,37,133,130,0.20000000000000284,6.6,111,149,115,148,295,322,291,"5.4","-5.4",69.31437745607423,"6.990307395"
419,671922,"Smith, Cade",615,68.1,0.18,0.1,0.288,0.28,0.226,0.247,0.206,18,100,91,14.6,2265,95.8,97.65,58,209,210,1.7999999999999972,7.41,111,150,125,149,298,318,297,"13.9","-13.9",67.80479519303222,"6.499298138"
275,605154,"Brebbia, John",592,46.5,0.136,0.136,0.214,0.271,0.214,0.279,0.21,8,59,91.2,20.6,2303,93.9,94.21,39,140,135,0.29999999999999716,6.58,114,148,118,150,297,324,297,"6.5","-6.5",68.8032949890791,"6.654785308"
370,666974,"Cano, Yennier",612,60.5,0.257,0.108,0.309,0.365,0.329,0.329,0.239,19,74,92,-8.1,2113,95.9,95.35,50,177,193,-0.6000000000000085,6.09,110,147,117,146,306,324,295,"2.5","-2.5",70.57562097598375,"6.989886538"
408,681911,"Vesia, Alex",630,64.8,0.116,0.151,0.107,0.267,0.239,0.303,0.169,10,86,89.2,35.5,2395,93.6,93.72,61,215,193,0.10000000000000853,6.42,112,151,122,150,295,314,292,"8.2","-8.2",70.50641864943134,"7.041861789"
920,642547,"Peralta, Freddy",1729,53.2,0.236,0.167,0.317,0.404,0.323,0.328,0.236,48,203,88.8,19.3,2460,94.4,94.87,128,451,469,0.5,6.7,111,149,119,148,301,321,298,"0.4","-0.4",68.7940336144719,"6.592413251"
400,669211,"Akin, Keegan",700,57.1,0.224,0.224,0.277,0.449,0.32,0.288,0.195,22,98,88.7,27.6,2416,93.8,92.8,55,194,206,-1,5.86,113,149,120,148,300,324,296,"-3.1","3.1",69.1478564450021,"6.750432571"
300,662253,"Muñoz, Andrés",574,52.3,0.183,0.067,0.263,0.25,0.248,0.251,0.178,11,60,88.4,-5.2,2100,98,98.54,35,121,179,0.5,6.69,110,148,112,146,297,322,293,"2","-2",65.67146372293023,"6.602805143"
582,657376,"Schmidt, Clarke",1019,57.1,0.248,0.163,0.315,0.411,0.326,0.328,0.256,32,129,88.5,16.4,2663,93.1,93.14,81,279,303,0,6.22,113,149,118,152,288,324,289,"3.4","-3.4",70.33799398698612,"6.770928272"
822,661563,"Gil, Luis",1549,53.1,0.173,0.133,0.239,0.306,0.271,0.305,0.212,30,173,91.7,19.9,2462,96.6,97.22,112,383,439,0.6000000000000085,6.71,113,149,117,152,289,323,288,"6.4","-6.4",68.94656316570088,"6.835495959"
333,669062,"Miller, Erik",705,47.2,0.217,0.2,0.25,0.417,0.341,0.313,0.204,13,60,92.8,12.5,2259,96.7,96.98,45,151,182,0.29999999999999716,6.53,112,149,120,148,292,319,294,"0.3","-0.3",68.54538640999986,"6.726127328"
380,518886,"Kimbrel, Craig",558,68.1,0.152,0.114,0.244,0.266,0.263,0.295,0.187,12,79,91.4,31.9,2331,94.2,94.9,57,186,194,0.7000000000000028,6.82,113,147,118,149,301,325,299,"4.8","-4.8",69.05125975928273,"6.776561686"
619,656629,"Kopech, Michael",687,90.1,0.216,0.155,0.284,0.371,0.316,0.299,0.196,25,116,88.2,14.4,2589,97.9,98.75,88,288,331,0.7999999999999972,6.92,113,148,117,150,295,322,297,"2.1","-2.1",68.94727768456889,"6.76199649"
240,621383,"Banks, Tanner",657,36.5,0.242,0.113,0.382,0.355,0.276,0.274,0.216,15,62,90.6,7.9,2237,93.2,92.76,38,123,117,-0.4000000000000057,5.99,113,149,118,150,295,322,296,"2.3","-2.3",67.39617122210743,"6.453185138"
367,694973,"Skenes, Paul",972,37.8,0.253,0.172,0.439,0.425,0.322,0.287,0.207,22,87,92.8,17.1,2300,99.2,99.3,64,205,162,0.09999999999999432,6.39,113,148,113,149,305,326,297,"-0.9","0.9",69.24243400516748,"6.692693234"
393,547973,"Chapman, Aroldis",644,61,0.209,0.224,0.286,0.433,0.365,0.35,0.19,14,67,92.8,15.8,2338,98.1,100,51,162,231,1.9000000000000057,7.33,107,149,113,147,310,325,293,"-4.7","4.7",69.14434377479856,"6.698648212"
680,686752,"Pepiot, Ryan",1251,54.4,0.132,0.125,0.159,0.257,0.252,0.295,0.169,18,136,90.8,24.6,2378,94.8,95.45,95,300,380,0.6000000000000085,6.83,105,148,117,148,298,331,301,"9.3","-9.3",70.5266498041224,"6.853549926"
277,669093,"Estrada, Jeremiah",516,53.7,0.18,0.148,0.25,0.328,0.252,0.268,0.184,11,61,91.3,26.9,2194,97.1,97.7,48,151,126,0.6000000000000085,6.75,114,150,118,150,297,326,294,"2.8","-2.8",69.72855764104908,"6.795665786"
357,657585,"Garrett, Reed",684,52.2,0.343,0.271,0.373,0.614,0.453,0.391,0.289,24,70,92.2,15.7,2375,93.9,93.65,54,169,188,-0.20000000000000284,6.21,112,149,117,150,295,321,297,"-10.4","10.4",71.29982716203614,"7.339198389"
1393,676979,"Crochet, Garrett",1691,82.4,0.201,0.082,0.302,0.283,0.242,0.252,0.2,64,318,88.2,12.1,2509,95.2,96.44,241,746,647,1.2000000000000028,7.05,109,150,115,149,299,322,294,"22","-22",69.43214433790212,"6.91394429"
255,660896,"Alcala, Jorge",512,49.8,0.116,0.07,0.156,0.186,0.24,0.274,0.145,5,43,88.8,26,2429,97.6,96.53,40,123,132,-1.0999999999999943,5.84,113,148,119,150,297,323,293,"7.1","-7.1",69.77941612890947,"6.979229817"
469,623352,"Hader, Josh",653,71.8,0.219,0.167,0.34,0.385,0.289,0.255,0.185,21,96,89.8,24.7,2225,95.9,96.3,79,243,226,0.3999999999999915,6.77,107,149,113,146,296,326,295,"0.5","-0.5",69.24216390639145,"6.882825667"
312,489446,"Yates, Kirby",528,59.1,0.132,0.044,0.231,0.176,0.19,0.203,0.153,9,68,88.8,19.3,2364,93.1,92.35,53,155,157,-0.7999999999999972,6.04,114,150,118,149,300,323,298,"9.3","-9.3",69.54145970795896,"6.803982643"
379,502085,"Robertson, David",608,62.3,0.129,0.071,0.242,0.2,0.196,0.227,0.165,9,70,87.4,13.4,2606,93.6,94.13,52,143,236,0.5,6.65,109,149,118,149,301,324,298,"10.2","-10.2",69.76808809724125,"6.764526124"
350,695243,"Miller, Mason",575,60.9,0.147,0.147,0.235,0.294,0.243,0.255,0.163,10,68,89.4,20.8,2533,100.8,101.35,76,185,165,0.6000000000000085,6.74,113,147,116,150,299,323,298,"6.7","-6.7",69.10842766446586,"6.665133631"